,Amount,Count,Cycle,Destination,Party,RealCode
919,0.0,0,1992,Cmte, ,h
532,0.0,0,1992,Cmte, ,b
533,0.0,0,1992,Cand, ,b
534,0.0,0,1992,Cmte,D,b
535,0.0,0,1992,Cand,D,b
536,0.0,0,1992,Cmte,I,b
537,0.0,0,1992,Cand,I,b
538,0.0,0,1992,Cmte,L,b
539,0.0,0,1992,Cand,L,b
540,0.0,0,1992,Cmte,3,b
541,0.0,0,1992,Cand,3,b
921,0.0,0,1992,Cmte,D,h
542,0.0,0,1992,Cmte,R,b
544,0.0,0,1992,Cmte,U,b
545,0.0,0,1992,Cand,U,b
611,0.0,0,1992,Cmte, ,e
612,0.0,0,1992,Cand, ,e
613,0.0,0,1992,Cmte,D,e
614,0.0,0,1992,Cand,D,e
615,0.0,0,1992,Cmte,I,e
616,0.0,0,1992,Cand,I,e
617,0.0,0,1992,Cmte,L,e
618,0.0,0,1992,Cand,L,e
619,0.0,0,1992,Cmte,3,e
620,0.0,0,1992,Cand,3,e
543,0.0,0,1992,Cand,R,b
174,0.0,0,1992,Cmte,I,F
922,0.0,0,1992,Cand,D,h
924,0.0,0,1992,Cand,I,h
435,0.0,0,1992,Cand, ,Z
436,0.0,0,1992,Cmte,I,Z
437,0.0,0,1992,Cand,I,Z
438,0.0,0,1992,Cmte,U,Z
932,0.0,0,1992,Cand,U,h
931,0.0,0,1992,Cmte,U,h
457,0.0,0,1992,Cmte, ,c
458,0.0,0,1992,Cand, ,c
459,0.0,0,1992,Cmte,D,c
460,0.0,0,1992,Cand,D,c
461,0.0,0,1992,Cmte,I,c
462,0.0,0,1992,Cand,I,c
923,0.0,0,1992,Cmte,I,h
463,0.0,0,1992,Cmte,L,c
465,0.0,0,1992,Cmte,3,c
466,0.0,0,1992,Cand,3,c
467,0.0,0,1992,Cmte,R,c
468,0.0,0,1992,Cand,R,c
469,0.0,0,1992,Cmte,U,c
470,0.0,0,1992,Cand,U,c
930,0.0,0,1992,Cand,R,h
929,0.0,0,1992,Cmte,R,h
928,0.0,0,1992,Cand,3,h
927,0.0,0,1992,Cmte,3,h
926,0.0,0,1992,Cand,L,h
925,0.0,0,1992,Cmte,L,h
464,0.0,0,1992,Cand,L,c
621,0.0,0,1992,Cmte,R,e
173,0.0,0,1992,Cand, ,F
150,0.0,0,1992,Cand,U,G
1317,0.0,0,1992,Cand,R,y
1316,0.0,0,1992,Cmte,R,y
1315,0.0,0,1992,Cand,3,y
1314,0.0,0,1992,Cmte,3,y
1313,0.0,0,1992,Cand,L,y
1312,0.0,0,1992,Cmte,L,y
1311,0.0,0,1992,Cand,I,y
1310,0.0,0,1992,Cmte,I,y
1309,0.0,0,1992,Cand,D,y
1308,0.0,0,1992,Cmte,D,y
1307,0.0,0,1992,Cand, ,y
1306,0.0,0,1992,Cmte, ,y
1237,0.0,0,1992,Cand,U,t
1236,0.0,0,1992,Cmte,U,t
1235,0.0,0,1992,Cand,R,t
1234,0.0,0,1992,Cmte,R,t
1233,0.0,0,1992,Cand,3,t
1232,0.0,0,1992,Cmte,3,t
1231,0.0,0,1992,Cand,L,t
1230,0.0,0,1992,Cmte,L,t
1229,0.0,0,1992,Cand,I,t
1228,0.0,0,1992,Cmte,I,t
1227,0.0,0,1992,Cand,D,t
1226,0.0,0,1992,Cmte,D,t
1225,0.0,0,1992,Cand, ,t
1474,0.0,0,1992,Cand,U,z
1473,0.0,0,1992,Cmte,U,z
1472,0.0,0,1992,Cand,R,z
1471,0.0,0,1992,Cmte,R,z
1399,0.0,0,1992,Cand,U,x
1398,0.0,0,1992,Cmte,U,x
1397,0.0,0,1992,Cand,R,x
1396,0.0,0,1992,Cmte,R,x
1395,0.0,0,1992,Cand,3,x
1394,0.0,0,1992,Cmte,3,x
1393,0.0,0,1992,Cand,L,x
1392,0.0,0,1992,Cmte,L,x
1391,0.0,0,1992,Cand,I,x
1390,0.0,0,1992,Cmte,I,x
1389,0.0,0,1992,Cand,D,x
1388,0.0,0,1992,Cmte,D,x
1224,0.0,0,1992,Cmte, ,t
1387,0.0,0,1992,Cand, ,x
1319,0.0,0,1992,Cand,U,y
1318,0.0,0,1992,Cmte,U,y
1461,0.0,0,1992,Cmte, ,z
1462,0.0,0,1992,Cand, ,z
1463,0.0,0,1992,Cmte,D,z
1464,0.0,0,1992,Cand,D,z
1465,0.0,0,1992,Cmte,I,z
1466,0.0,0,1992,Cand,I,z
1467,0.0,0,1992,Cmte,L,z
1468,0.0,0,1992,Cand,L,z
1469,0.0,0,1992,Cmte,3,z
1470,0.0,0,1992,Cand,3,z
1386,0.0,0,1992,Cmte, ,x
1160,0.0,0,1992,Cand,U,m
1159,0.0,0,1992,Cmte,U,m
1158,0.0,0,1992,Cand,R,m
29,0.0,0,1992,Cmte, ,C
30,0.0,0,1992,Cand, ,C
31,0.0,0,1992,Cmte,I,C
32,0.0,0,1992,Cmte,U,C
33,0.0,0,1992,Cand,U,C
55,0.0,0,1992,Cmte, ,B
56,0.0,0,1992,Cand, ,B
57,0.0,0,1992,Cmte,I,B
58,0.0,0,1992,Cmte,U,B
59,0.0,0,1992,Cand,U,B
81,0.0,0,1992,Cmte, ,E
82,0.0,0,1992,Cand, ,E
1066,0.0,0,1992,Cmte, ,j
83,0.0,0,1992,Cmte,I,E
85,0.0,0,1992,Cand,U,E
112,0.0,0,1992,Cmte, ,D
113,0.0,0,1992,Cand, ,D
114,0.0,0,1992,Cmte,I,D
115,0.0,0,1992,Cand,I,D
116,0.0,0,1992,Cmte,3,D
117,0.0,0,1992,Cmte,U,D
118,0.0,0,1992,Cand,U,D
146,0.0,0,1992,Cmte, ,G
147,0.0,0,1992,Cand, ,G
148,0.0,0,1992,Cmte,I,G
149,0.0,0,1992,Cmte,U,G
84,0.0,0,1992,Cmte,U,E
172,0.0,0,1992,Cmte, ,F
1067,0.0,0,1992,Cand, ,j
1069,0.0,0,1992,Cand,D,j
1157,0.0,0,1992,Cmte,R,m
1156,0.0,0,1992,Cand,3,m
1155,0.0,0,1992,Cmte,3,m
1154,0.0,0,1992,Cand,L,m
1153,0.0,0,1992,Cmte,L,m
1152,0.0,0,1992,Cand,I,m
1151,0.0,0,1992,Cmte,I,m
1150,0.0,0,1992,Cand,D,m
1149,0.0,0,1992,Cmte,D,m
1148,0.0,0,1992,Cand, ,m
1147,0.0,0,1992,Cmte, ,m
1079,0.0,0,1992,Cand,U,j
1068,0.0,0,1992,Cmte,D,j
1078,0.0,0,1992,Cmte,U,j
1076,0.0,0,1992,Cmte,R,j
1075,0.0,0,1992,Cand,3,j
1074,0.0,0,1992,Cmte,3,j
1073,0.0,0,1992,Cand,L,j
1072,0.0,0,1992,Cmte,L,j
1071,0.0,0,1992,Cand,I,j
0,0.0,0,1992,Cmte, ,A
1,0.0,0,1992,Cand, ,A
2,0.0,0,1992,Cmte,I,A
3,0.0,0,1992,Cmte,U,A
4,0.0,0,1992,Cand,U,A
1070,0.0,0,1992,Cmte,I,j
1077,0.0,0,1992,Cand,R,j
622,0.0,0,1992,Cand,R,e
414,0.0,0,1992,Cmte,I,X
624,0.0,0,1992,Cand,U,e
64,2614322.0,6004,1992,Cand,D,H
65,5667206.0,4803,1992,Cmte,D,H
66,10533.0,20,1992,Cand,I,H
67,18665.0,40,1992,Cand,L,H
68,18230.0,38,1992,Cmte,L,H
69,1837806.0,2445,1992,Cand,R,H
784,0.0,0,1992,Cmte,R,g
785,0.0,0,1992,Cand,R,g
786,0.0,0,1992,Cmte,U,g
787,0.0,0,1992,Cand,U,g
70,8125896.0,6716,1992,Cmte,R,H
71,90872.0,179,1992,Cand,3,J
72,32000.0,12,1992,Cmte,3,J
73,445952.0,906,1992,Cand,D,J
74,1304848.0,498,1992,Cmte,D,J
138,500.0,1,1992,Cmte,D,k
137,500.0,1,1992,Cand,D,k
136,24749.0,73,1992,Cand,U,Z
135,14122620.0,899,1992,Cmte,R,Z
134,-838653.0,1495,1992,Cand,R,Z
75,1900.0,4,1992,Cand,L,J
76,403710.0,692,1992,Cand,R,J
77,415939.0,327,1992,Cmte,R,J
783,0.0,0,1992,Cand,3,g
78,155954.0,321,1992,Cand,3,K
782,0.0,0,1992,Cmte,3,g
780,0.0,0,1992,Cmte,L,g
56,7556349.0,3542,1992,Cmte,D,G
853,0.0,0,1992,Cmte,3,f
852,0.0,0,1992,Cand,L,f
851,0.0,0,1992,Cmte,L,f
850,0.0,0,1992,Cand,I,f
849,0.0,0,1992,Cmte,I,f
848,0.0,0,1992,Cand,D,f
847,0.0,0,1992,Cmte,D,f
103,1653462.0,782,1992,Cmte,D,T
845,0.0,0,1992,Cmte, ,f
774,0.0,0,1992,Cmte, ,g
57,3459.0,7,1992,Cand,I,G
58,21675.0,47,1992,Cand,L,G
59,67744.0,57,1992,Cmte,L,G
60,2450731.0,3094,1992,Cand,R,G
61,14483067.0,8694,1992,Cmte,R,G
62,321095.0,698,1992,Cand,3,H
63,686282.0,328,1992,Cmte,3,H
775,0.0,0,1992,Cand, ,g
776,0.0,0,1992,Cmte,D,g
777,0.0,0,1992,Cand,D,g
778,0.0,0,1992,Cmte,I,g
779,0.0,0,1992,Cand,I,g
781,0.0,0,1992,Cand,L,g
79,12340.0,20,1992,Cmte,3,K
80,5876095.0,11858,1992,Cand,D,K
133,10000.0,1,1992,Cmte,L,Z
119,555952.0,1353,1992,Cand,3,Y
118,1000.0,1,1992,Cand,U,X
117,15574443.0,25296,1992,Cmte,R,X
95,500.0,2,1992,Cand,I,M
96,10550.0,18,1992,Cand,L,M
97,3690.0,12,1992,Cmte,L,M
116,2413535.0,3949,1992,Cand,R,X
115,37487.0,52,1992,Cmte,L,X
114,21423.0,51,1992,Cand,L,X
113,12771.0,34,1992,Cand,I,X
112,7057110.0,8322,1992,Cmte,D,X
98,1256703.0,1513,1992,Cand,R,M
99,7593456.0,3371,1992,Cmte,R,M
111,3997719.0,9950,1992,Cand,D,X
110,301548.0,109,1992,Cmte,3,X
109,615738.0,1675,1992,Cand,3,X
108,5786916.0,2691,1992,Cmte,R,T
107,869044.0,1075,1992,Cand,R,T
106,8235.0,15,1992,Cmte,L,T
105,7700.0,16,1992,Cand,L,T
100,70446.0,150,1992,Cand,3,T
101,38040.0,11,1992,Cmte,3,T
102,496560.0,948,1992,Cand,D,T
120,283574.0,169,1992,Cmte,3,Y
94,2958529.0,933,1992,Cmte,D,M
623,0.0,0,1992,Cmte,U,e
93,561642.0,949,1992,Cand,D,M
132,170.0,2,1992,Cand,L,Z
131,2907407.0,512,1992,Cmte,D,Z
130,1479638.0,747,1992,Cand,D,Z
129,-850.0,2,1992,Cmte,3,Z
128,59640970.0,4697,1992,Cand,3,Z
127,10883320.0,13790,1992,Cmte,R,Y
126,1951306.0,3626,1992,Cand,R,Y
81,13993077.0,11583,1992,Cmte,D,K
82,13150.0,31,1992,Cand,L,K
83,1385.0,4,1992,Cmte,L,K
84,2610955.0,3390,1992,Cand,R,K
55,2157019.0,4255,1992,Cand,D,G
125,30133.0,95,1992,Cmte,L,Y
123,9190.0,32,1992,Cand,I,Y
122,7432178.0,7091,1992,Cmte,D,Y
121,3258377.0,8844,1992,Cand,D,Y
85,6332013.0,5462,1992,Cmte,R,K
86,370.0,1,1992,Cand,3,L
87,44675.0,112,1992,Cand,D,L
88,4327218.0,540,1992,Cmte,D,L
89,4450.0,6,1992,Cand,R,L
90,74525.0,24,1992,Cmte,R,L
91,94997.0,179,1992,Cand,3,M
92,13200.0,9,1992,Cmte,3,M
124,48899.0,112,1992,Cand,L,Y
54,119787.0,65,1992,Cmte,3,G
846,0.0,0,1992,Cand, ,f
52,1000.0,1,1992,Cand,U,F
692,0.0,0,1992,Cand, ,d
693,0.0,0,1992,Cmte,D,d
694,0.0,0,1992,Cand,D,d
20,1629279.0,2953,1992,Cand,D,C
21,9170802.0,3494,1992,Cmte,D,C
22,1240.0,2,1992,Cand,I,C
23,21039.0,43,1992,Cand,L,C
24,8857.0,24,1992,Cmte,L,C
25,928603.0,1129,1992,Cand,R,C
26,6218218.0,2511,1992,Cmte,R,C
53,383877.0,829,1992,Cand,3,G
28,89950.0,182,1992,Cand,D,D
29,576635.0,193,1992,Cmte,D,D
30,1750.0,4,1992,Cand,L,D
31,1195.0,7,1992,Cmte,L,D
32,135529.0,188,1992,Cand,R,D
33,710518.0,338,1992,Cmte,R,D
695,0.0,0,1992,Cmte,I,d
696,0.0,0,1992,Cand,I,d
697,0.0,0,1992,Cmte,L,d
698,0.0,0,1992,Cand,L,d
691,0.0,0,1992,Cmte, ,d
699,0.0,0,1992,Cmte,3,d
854,0.0,0,1992,Cand,3,f
856,0.0,0,1992,Cand,R,f
1,5333.0,5,1992,Cmte,3,A
2,561716.0,1180,1992,Cand,D,A
3,2338726.0,792,1992,Cmte,D,A
4,1950.0,4,1992,Cand,I,A
5,4000.0,6,1992,Cand,L,A
6,1950.0,4,1992,Cmte,L,A
7,904819.0,1201,1992,Cand,R,A
8,7076245.0,3439,1992,Cmte,R,A
9,81568.0,201,1992,Cand,3,B
10,30213.0,18,1992,Cmte,3,B
11,865760.0,1715,1992,Cand,D,B
12,2599473.0,1316,1992,Cmte,D,B
13,1477.0,5,1992,Cand,I,B
14,6300.0,12,1992,Cand,L,B
15,4187.0,14,1992,Cmte,L,B
16,1164529.0,1478,1992,Cand,R,B
17,5343840.0,3470,1992,Cmte,R,B
18,126986.0,274,1992,Cand,3,C
19,67000.0,32,1992,Cmte,3,C
858,0.0,0,1992,Cand,U,f
857,0.0,0,1992,Cmte,U,f
855,0.0,0,1992,Cmte,R,f
700,0.0,0,1992,Cand,3,d
27,8650.0,18,1992,Cand,3,D
702,0.0,0,1992,Cand,R,d
38,1337.0,4,1992,Cand,I,E
39,3309.0,7,1992,Cand,L,E
40,2094.0,6,1992,Cmte,L,E
41,1342150.0,1606,1992,Cand,R,E
42,9292505.0,3101,1992,Cmte,R,E
43,380358.0,674,1992,Cand,3,F
44,282625.0,99,1992,Cmte,3,F
701,0.0,0,1992,Cmte,R,d
45,4473039.0,7745,1992,Cand,D,F
46,17742224.0,5960,1992,Cmte,D,F
47,2600.0,5,1992,Cand,I,F
48,22146.0,45,1992,Cand,L,F
49,18965.0,22,1992,Cmte,L,F
50,5336157.0,6555,1992,Cand,R,F
51,27730733.0,11851,1992,Cmte,R,F
37,3323365.0,992,1992,Cmte,D,E
36,531615.0,979,1992,Cand,D,E
104,481.0,2,1992,Cand,I,T
34,77444.0,158,1992,Cand,3,E
704,0.0,0,1992,Cand,U,d
703,0.0,0,1992,Cmte,U,d
35,136295.0,37,1992,Cmte,3,E
65,0.0,0,1996,Cand,U,B
1090,0.0,0,1996,Cmte,R,j
1089,0.0,0,1996,Cand,3,j
38,0.0,0,1996,Cand,U,C
37,0.0,0,1996,Cmte,U,C
36,0.0,0,1996,Cand,I,C
35,0.0,0,1996,Cmte,I,C
1169,0.0,0,1996,Cmte,3,m
1168,0.0,0,1996,Cand,L,m
1333,0.0,0,1996,Cand,U,y
1332,0.0,0,1996,Cmte,U,y
34,0.0,0,1996,Cand, ,C
1331,0.0,0,1996,Cand,R,y
1330,0.0,0,1996,Cmte,R,y
1329,0.0,0,1996,Cand,3,y
1328,0.0,0,1996,Cmte,3,y
1091,0.0,0,1996,Cand,R,j
1092,0.0,0,1996,Cmte,U,j
1093,0.0,0,1996,Cand,U,j
1170,0.0,0,1996,Cand,3,m
64,0.0,0,1996,Cmte,U,B
1404,0.0,0,1996,Cmte,I,x
1403,0.0,0,1996,Cand,D,x
1402,0.0,0,1996,Cmte,D,x
1401,0.0,0,1996,Cand, ,x
1400,0.0,0,1996,Cmte, ,x
1406,0.0,0,1996,Cmte,L,x
1405,0.0,0,1996,Cand,I,x
1407,0.0,0,1996,Cand,L,x
62,0.0,0,1996,Cmte,I,B
61,0.0,0,1996,Cand, ,B
60,0.0,0,1996,Cmte, ,B
1174,0.0,0,1996,Cand,U,m
1173,0.0,0,1996,Cmte,U,m
1172,0.0,0,1996,Cand,R,m
1327,0.0,0,1996,Cand,L,y
63,0.0,0,1996,Cand,I,B
1171,0.0,0,1996,Cmte,R,m
1326,0.0,0,1996,Cmte,L,y
1324,0.0,0,1996,Cmte,I,y
1241,0.0,0,1996,Cand,D,t
1242,0.0,0,1996,Cmte,I,t
1243,0.0,0,1996,Cand,I,t
1244,0.0,0,1996,Cmte,L,t
1245,0.0,0,1996,Cand,L,t
1246,0.0,0,1996,Cmte,3,t
1247,0.0,0,1996,Cand,3,t
1248,0.0,0,1996,Cmte,R,t
1249,0.0,0,1996,Cand,R,t
1250,0.0,0,1996,Cmte,U,t
1251,0.0,0,1996,Cand,U,t
1085,0.0,0,1996,Cand,I,j
1084,0.0,0,1996,Cmte,I,j
1083,0.0,0,1996,Cand,D,j
1082,0.0,0,1996,Cmte,D,j
1081,0.0,0,1996,Cand, ,j
1080,0.0,0,1996,Cmte, ,j
1161,0.0,0,1996,Cmte, ,m
1325,0.0,0,1996,Cand,I,y
1162,0.0,0,1996,Cand, ,m
1239,0.0,0,1996,Cand, ,t
1323,0.0,0,1996,Cand,D,y
1322,0.0,0,1996,Cmte,D,y
1321,0.0,0,1996,Cand, ,y
1320,0.0,0,1996,Cmte, ,y
1167,0.0,0,1996,Cmte,L,m
1166,0.0,0,1996,Cand,I,m
1088,0.0,0,1996,Cmte,3,j
1163,0.0,0,1996,Cmte,D,m
10,0.0,0,1996,Cand,U,A
9,0.0,0,1996,Cmte,U,A
8,0.0,0,1996,Cand,I,A
7,0.0,0,1996,Cmte,I,A
6,0.0,0,1996,Cand, ,A
5,0.0,0,1996,Cmte, ,A
1087,0.0,0,1996,Cand,L,j
1086,0.0,0,1996,Cmte,L,j
1238,0.0,0,1996,Cmte, ,t
1240,0.0,0,1996,Cmte,D,t
1165,0.0,0,1996,Cmte,I,m
178,0.0,0,1996,Cand,I,F
87,0.0,0,1996,Cand, ,E
442,0.0,0,1996,Cmte,U,Z
935,0.0,0,1996,Cmte,D,h
934,0.0,0,1996,Cand, ,h
933,0.0,0,1996,Cmte, ,h
710,0.0,0,1996,Cand,I,d
709,0.0,0,1996,Cmte,I,d
708,0.0,0,1996,Cand,D,d
707,0.0,0,1996,Cmte,D,d
706,0.0,0,1996,Cand, ,d
705,0.0,0,1996,Cmte, ,d
471,0.0,0,1996,Cmte, ,c
472,0.0,0,1996,Cand, ,c
473,0.0,0,1996,Cmte,D,c
474,0.0,0,1996,Cand,D,c
475,0.0,0,1996,Cmte,I,c
476,0.0,0,1996,Cand,I,c
477,0.0,0,1996,Cmte,L,c
478,0.0,0,1996,Cand,L,c
479,0.0,0,1996,Cmte,3,c
441,0.0,0,1996,Cmte,I,Z
480,0.0,0,1996,Cand,3,c
440,0.0,0,1996,Cand, ,Z
711,0.0,0,1996,Cmte,L,d
941,0.0,0,1996,Cmte,3,h
718,0.0,0,1996,Cand,U,d
717,0.0,0,1996,Cmte,U,d
1408,0.0,0,1996,Cmte,3,x
716,0.0,0,1996,Cand,R,d
416,0.0,0,1996,Cand, ,X
417,0.0,0,1996,Cmte,I,X
418,0.0,0,1996,Cand,I,X
419,0.0,0,1996,Cmte,U,X
420,0.0,0,1996,Cand,U,X
940,0.0,0,1996,Cand,L,h
939,0.0,0,1996,Cmte,L,h
938,0.0,0,1996,Cand,I,h
937,0.0,0,1996,Cmte,I,h
936,0.0,0,1996,Cand,D,h
715,0.0,0,1996,Cmte,R,d
714,0.0,0,1996,Cand,3,d
713,0.0,0,1996,Cmte,3,d
712,0.0,0,1996,Cand,L,d
439,0.0,0,1996,Cmte, ,Z
942,0.0,0,1996,Cand,3,h
481,0.0,0,1996,Cmte,R,c
483,0.0,0,1996,Cmte,U,c
551,0.0,0,1996,Cand,I,b
552,0.0,0,1996,Cmte,L,b
553,0.0,0,1996,Cand,L,b
554,0.0,0,1996,Cmte,3,b
555,0.0,0,1996,Cand,3,b
556,0.0,0,1996,Cmte,R,b
557,0.0,0,1996,Cand,R,b
558,0.0,0,1996,Cmte,U,b
559,0.0,0,1996,Cand,U,b
634,0.0,0,1996,Cmte,R,e
633,0.0,0,1996,Cand,3,e
632,0.0,0,1996,Cmte,3,e
631,0.0,0,1996,Cand,L,e
630,0.0,0,1996,Cmte,L,e
629,0.0,0,1996,Cand,I,e
628,0.0,0,1996,Cmte,I,e
627,0.0,0,1996,Cand,D,e
626,0.0,0,1996,Cand, ,e
625,0.0,0,1996,Cmte, ,e
550,0.0,0,1996,Cmte,I,b
482,0.0,0,1996,Cand,R,c
549,0.0,0,1996,Cand,D,b
547,0.0,0,1996,Cand, ,b
484,0.0,0,1996,Cand,U,c
859,0.0,0,1996,Cmte, ,f
860,0.0,0,1996,Cand, ,f
861,0.0,0,1996,Cmte,D,f
862,0.0,0,1996,Cand,D,f
863,0.0,0,1996,Cmte,I,f
864,0.0,0,1996,Cand,I,f
865,0.0,0,1996,Cmte,L,f
866,0.0,0,1996,Cand,L,f
867,0.0,0,1996,Cmte,3,f
868,0.0,0,1996,Cand,3,f
869,0.0,0,1996,Cmte,R,f
870,0.0,0,1996,Cand,R,f
871,0.0,0,1996,Cmte,U,f
872,0.0,0,1996,Cand,U,f
637,0.0,0,1996,Cand,U,e
636,0.0,0,1996,Cmte,U,e
635,0.0,0,1996,Cand,R,e
546,0.0,0,1996,Cmte, ,b
548,0.0,0,1996,Cmte,D,b
943,0.0,0,1996,Cmte,R,h
944,0.0,0,1996,Cand,R,h
945,0.0,0,1996,Cmte,U,h
1011,0.0,0,1996,Cand,3,k
1010,0.0,0,1996,Cmte,3,k
1009,0.0,0,1996,Cand,L,k
1008,0.0,0,1996,Cmte,L,k
1007,0.0,0,1996,Cand,I,k
202,0.0,0,1996,Cand, ,H
203,0.0,0,1996,Cmte,I,H
204,0.0,0,1996,Cand,I,H
205,0.0,0,1996,Cmte,U,H
206,0.0,0,1996,Cand,U,H
1006,0.0,0,1996,Cmte,I,k
1005,0.0,0,1996,Cand,D,k
1004,0.0,0,1996,Cmte,D,k
1003,0.0,0,1996,Cand, ,k
1002,0.0,0,1996,Cmte, ,k
228,0.0,0,1996,Cmte, ,K
229,0.0,0,1996,Cand, ,K
230,0.0,0,1996,Cmte,I,K
231,0.0,0,1996,Cand,I,K
1012,0.0,0,1996,Cmte,R,k
232,0.0,0,1996,Cmte,U,K
1013,0.0,0,1996,Cand,R,k
179,0.0,0,1996,Cmte,U,F
88,0.0,0,1996,Cmte,I,E
89,0.0,0,1996,Cand,I,E
90,0.0,0,1996,Cmte,U,E
91,0.0,0,1996,Cand,U,E
119,0.0,0,1996,Cmte, ,D
120,0.0,0,1996,Cand, ,D
121,0.0,0,1996,Cmte,I,D
122,0.0,0,1996,Cand,I,D
123,0.0,0,1996,Cmte,U,D
124,0.0,0,1996,Cand,U,D
151,0.0,0,1996,Cand, ,G
152,0.0,0,1996,Cmte,I,G
153,0.0,0,1996,Cand,I,G
154,0.0,0,1996,Cmte,U,G
155,0.0,0,1996,Cand,U,G
1015,0.0,0,1996,Cand,U,k
1014,0.0,0,1996,Cmte,U,k
176,0.0,0,1996,Cand, ,F
177,0.0,0,1996,Cmte,I,F
180,0.0,0,1996,Cand,U,F
233,0.0,0,1996,Cand,U,K
800,0.0,0,1996,Cand,U,g
799,0.0,0,1996,Cmte,U,g
324,0.0,0,1996,Cand, ,L
325,0.0,0,1996,Cmte,I,L
326,0.0,0,1996,Cand,I,L
327,0.0,0,1996,Cmte,L,L
328,0.0,0,1996,Cand,L,L
329,0.0,0,1996,Cmte,3,L
330,0.0,0,1996,Cmte,U,L
331,0.0,0,1996,Cand,U,L
368,0.0,0,1996,Cmte, ,T
369,0.0,0,1996,Cand, ,T
370,0.0,0,1996,Cmte,I,T
371,0.0,0,1996,Cmte,U,T
372,0.0,0,1996,Cand,U,T
946,0.0,0,1996,Cand,U,h
394,0.0,0,1996,Cand, ,Y
395,0.0,0,1996,Cmte,I,Y
396,0.0,0,1996,Cand,I,Y
397,0.0,0,1996,Cmte,U,Y
398,0.0,0,1996,Cand,U,Y
323,0.0,0,1996,Cmte, ,L
294,0.0,0,1996,Cand,U,M
293,0.0,0,1996,Cmte,U,M
292,0.0,0,1996,Cand,I,M
798,0.0,0,1996,Cand,R,g
797,0.0,0,1996,Cmte,R,g
796,0.0,0,1996,Cand,3,g
795,0.0,0,1996,Cmte,3,g
794,0.0,0,1996,Cand,L,g
793,0.0,0,1996,Cmte,L,g
258,0.0,0,1996,Cmte, ,J
259,0.0,0,1996,Cand, ,J
260,0.0,0,1996,Cmte,I,J
86,0.0,0,1996,Cmte, ,E
261,0.0,0,1996,Cand,I,J
263,0.0,0,1996,Cand,U,J
792,0.0,0,1996,Cand,I,g
791,0.0,0,1996,Cmte,I,g
790,0.0,0,1996,Cand,D,g
789,0.0,0,1996,Cand, ,g
788,0.0,0,1996,Cmte, ,g
289,0.0,0,1996,Cmte, ,M
290,0.0,0,1996,Cand, ,M
291,0.0,0,1996,Cmte,I,M
262,0.0,0,1996,Cmte,U,J
1409,0.0,0,1996,Cand,3,x
1164,0.0,0,1996,Cand,D,m
1411,0.0,0,1996,Cand,R,x
213,834733.0,1422,1996,Cand,R,J
214,2305489.0,815,1996,Cmte,R,J
215,126800.0,311,1996,Cand,3,K
216,28592.0,28,1996,Cmte,3,K
217,7297817.0,10400,1996,Cand,D,K
218,25300465.0,11834,1996,Cmte,D,K
219,41720.0,86,1996,Cand,L,K
220,13100.0,19,1996,Cmte,L,K
212,46257.0,8,1996,Cmte,L,J
221,4139806.0,6435,1996,Cand,R,K
1488,0.0,0,1996,Cand,U,z
1410,0.0,0,1996,Cmte,R,x
222,6934912.0,6692,1996,Cmte,R,K
223,1150.0,5,1996,Cand,3,L
224,98826.0,180,1996,Cand,D,L
225,9391409.0,862,1996,Cmte,D,L
227,231435.0,69,1996,Cmte,R,L
228,175592.0,313,1996,Cand,3,M
1487,0.0,0,1996,Cmte,U,z
211,10500.0,19,1996,Cand,L,J
210,1487173.0,877,1996,Cmte,D,J
209,1209380.0,1891,1996,Cand,D,J
190,256283.0,567,1996,Cand,3,G
191,193829.0,120,1996,Cmte,3,G
192,3000855.0,4012,1996,Cand,D,G
193,19478374.0,5195,1996,Cmte,D,G
194,116767.0,225,1996,Cand,L,G
195,46433.0,97,1996,Cmte,L,G
196,4763021.0,7058,1996,Cand,R,G
197,23161503.0,14374,1996,Cmte,R,G
198,1000.0,1,1996,Cmte, ,H
199,258774.0,675,1996,Cand,3,H
200,223774.0,215,1996,Cmte,3,H
201,2725447.0,4177,1996,Cand,D,H
202,12236275.0,5086,1996,Cmte,D,H
203,119570.0,253,1996,Cand,L,H
204,42642.0,80,1996,Cmte,L,H
205,3624381.0,6286,1996,Cand,R,H
206,15158566.0,13309,1996,Cmte,R,H
207,73940.0,167,1996,Cand,3,J
208,53774.0,48,1996,Cmte,3,J
229,106500.0,22,1996,Cmte,3,M
230,738305.0,982,1996,Cand,D,M
231,7389361.0,1038,1996,Cmte,D,M
232,61037.0,90,1996,Cand,L,M
256,410690.0,393,1996,Cmte,3,Y
257,3885470.0,9049,1996,Cand,D,Y
258,17681546.0,13014,1996,Cmte,D,Y
259,330489.0,667,1996,Cand,L,Y
260,221591.0,349,1996,Cmte,L,Y
261,6325091.0,13243,1996,Cand,R,Y
262,25339753.0,45013,1996,Cmte,R,Y
263,9623280.0,1740,1996,Cand,3,Z
264,2980.0,50,1996,Cmte,3,Z
265,10098250.0,731,1996,Cand,D,Z
266,15516916.0,900,1996,Cmte,D,Z
267,3801.0,38,1996,Cand,I,Z
268,-83400.0,148,1996,Cand,L,Z
269,10172.0,19,1996,Cmte,L,Z
270,-1112747.0,2796,1996,Cand,R,Z
271,44242254.0,1017,1996,Cmte,R,Z
272,5775.0,14,1996,Cand,U,Z
