,Amount,Count,Cycle,Destination,Name,Party,RealCode
704,27400.0,45,2000,Cand,Dan Quayle (R),R,A
703,143850.0,229,2000,Cand,Bill Bradley (D),D,A
702,35050.0,109,2000,Cand,Alan L Keyes (R),R,A
701,196275.0,329,2000,Cand,Al Gore (D),D,A
720,112784.0,170,2000,Cand,Dan Quayle (R),R,B
788,1000.0,2,2000,Cand,David Duke (R),R,F
721,950.0,3,2000,Cand,David Duke (R),R,B
723,4390483.0,6037,2000,Cand,George W Bush (R),R,B
742,136825.0,256,2000,Cand,Harry Browne (L),L,C
741,3336787.0,4615,2000,Cand,George W Bush (R),R,C
740,138400.0,185,2000,Cand,Elizabeth Dole (R),R,C
739,250.0,1,2000,Cand,David Duke (R),R,C
738,63545.0,103,2000,Cand,Dan Quayle (R),R,C
737,1716754.0,2651,2000,Cand,Bill Bradley (D),D,C
736,70298.0,195,2000,Cand,Alan L Keyes (R),R,C
735,2512958.0,3561,2000,Cand,Al Gore (D),D,C
734,67975.0,146,2000,Cand,Steve Forbes (R),R,B
733,28920.0,61,2000,Cand,Ron Paul (L),L,B
732,12579.0,39,2000,Cand,Ralph Nader (3),3,B
731,1000.0,1,2000,Cand,Pete Wilson (R),R,B
730,71507.0,190,2000,Cand,Patrick J Buchanan (R),R,B
729,54100.0,188,2000,Cand,Lyndon H LaRouche Jr (D),D,B
728,124200.0,153,2000,Cand,Lamar Alexander (R),R,B
727,17988.0,57,2000,Cand,John S Hagelin (3),3,B
726,1500.0,2,2000,Cand,Howard Phillips (3),3,B
725,216.0,1,2000,Cand,Heather Anne Harder Dr (D),D,B
724,25900.0,49,2000,Cand,Harry Browne (L),L,B
722,110325.0,168,2000,Cand,Elizabeth Dole (R),R,B
789,645195.0,896,2000,Cand,Elizabeth Dole (R),R,F
790,16761013.0,23161,2000,Cand,George W Bush (R),R,F
791,96670.0,187,2000,Cand,Harry Browne (L),L,F
857,6128339.0,9502,2000,Cand,Al Gore (D),D,K
856,95553.0,221,2000,Cand,Steve Forbes (R),R,J
855,64650.0,127,2000,Cand,Ron Paul (L),L,J
854,84033.0,128,2000,Cand,Ralph Nader (3),3,J
853,62310.0,146,2000,Cand,Patrick J Buchanan (R),R,J
852,11700.0,33,2000,Cand,Lyndon H LaRouche Jr (D),D,J
851,30175.0,38,2000,Cand,Lamar Alexander (R),R,J
850,7468.0,20,2000,Cand,John S Hagelin (3),3,J
849,5750.0,11,2000,Cand,Howard Phillips (3),3,J
848,8350.0,18,2000,Cand,Harry Browne (L),L,J
847,1330352.0,2022,2000,Cand,George W Bush (R),R,J
846,132300.0,199,2000,Cand,Elizabeth Dole (R),R,J
845,60455.0,133,2000,Cand,Dan Quayle (R),R,J
844,895516.0,1480,2000,Cand,Bill Bradley (D),D,J
843,85365.0,241,2000,Cand,Alan L Keyes (R),R,J
842,1753215.0,2925,2000,Cand,Al Gore (D),D,J
841,119119.0,248,2000,Cand,Steve Forbes (R),R,H
840,38085.0,93,2000,Cand,Ron Paul (L),L,H
839,144367.0,321,2000,Cand,Ralph Nader (3),3,H
859,3425005.0,6040,2000,Cand,Bill Bradley (D),D,K
838,2000.0,2,2000,Cand,Pete Wilson (R),R,H
860,134917.0,198,2000,Cand,Dan Quayle (R),R,K
862,6738723.0,9453,2000,Cand,George W Bush (R),R,K
881,800.0,9,2000,Cand,Patrick J Buchanan (R),R,L
880,4450.0,14,2000,Cand,Lyndon H LaRouche Jr (D),D,L
879,250.0,1,2000,Cand,John S Hagelin (3),3,L
878,8750.0,14,2000,Cand,George W Bush (R),R,L
877,250.0,1,2000,Cand,Elizabeth Dole (R),R,L
876,250.0,1,2000,Cand,Dan Quayle (R),R,L
875,11100.0,32,2000,Cand,Bill Bradley (D),D,L
874,1750.0,6,2000,Cand,Alan L Keyes (R),R,L
873,108810.0,263,2000,Cand,Al Gore (D),D,L
872,81983.0,126,2000,Cand,Steve Forbes (R),R,K
871,11100.0,23,2000,Cand,Ron Paul (L),L,K
870,65566.0,108,2000,Cand,Ralph Nader (3),3,K
869,51885.0,135,2000,Cand,Patrick J Buchanan (R),R,K
868,8950.0,27,2000,Cand,Lyndon H LaRouche Jr (D),D,K
867,120450.0,157,2000,Cand,Lamar Alexander (R),R,K
866,8150.0,18,2000,Cand,John S Hagelin (3),3,K
865,6764.0,4,2000,Cand,Howard Phillips (3),3,K
864,400.0,1,2000,Cand,Heather Anne Harder Dr (D),D,K
863,14200.0,33,2000,Cand,Harry Browne (L),L,K
861,310250.0,456,2000,Cand,Elizabeth Dole (R),R,K
883,414915.0,585,2000,Cand,Al Gore (D),D,M
837,143499.0,451,2000,Cand,Patrick J Buchanan (R),R,H
835,1043.0,3,2000,Cand,Lenora B Fulani (D),D,H
811,6473544.0,9115,2000,Cand,George W Bush (R),R,G
810,362550.0,504,2000,Cand,Elizabeth Dole (R),R,G
808,157235.0,237,2000,Cand,Dan Quayle (R),R,G
807,500.0,1,2000,Cand,Charles Edwin Collins (R),R,G
806,-1500.0,1,2000,Cand,Bill Clinton (D),D,G
805,1942546.0,2976,2000,Cand,Bill Bradley (D),D,G
804,118880.0,351,2000,Cand,Alan L Keyes (R),R,G
803,2468989.0,3670,2000,Cand,Al Gore (D),D,G
802,550877.0,824,2000,Cand,Steve Forbes (R),R,F
801,52875.0,91,2000,Cand,Ron Paul (L),L,F
800,77236.0,132,2000,Cand,Ralph Nader (3),3,F
799,3000.0,3,2000,Cand,Pete Wilson (R),R,F
798,106610.0,328,2000,Cand,Patrick J Buchanan (R),R,F
797,30875.0,112,2000,Cand,Lyndon H LaRouche Jr (D),D,F
796,400.0,2,2000,Cand,Lenora B Fulani (D),D,F
795,419995.0,527,2000,Cand,Lamar Alexander (R),R,F
794,56054.0,132,2000,Cand,John S Hagelin (3),3,F
793,8250.0,10,2000,Cand,Howard Phillips (3),3,F
792,200.0,1,2000,Cand,Heather Anne Harder Dr (D),D,F
812,53199.0,123,2000,Cand,Harry Browne (L),L,G
836,58800.0,220,2000,Cand,Lyndon H LaRouche Jr (D),D,H
813,2500.0,7,2000,Cand,Heather Anne Harder Dr (D),D,G
815,49155.0,138,2000,Cand,John S Hagelin (3),3,G
834,186050.0,243,2000,Cand,Lamar Alexander (R),R,H
833,110800.0,323,2000,Cand,John S Hagelin (3),3,H
832,5450.0,13,2000,Cand,Howard Phillips (3),3,H
831,600.0,2,2000,Cand,Heather Anne Harder Dr (D),D,H
830,67100.0,142,2000,Cand,Harry Browne (L),L,H
829,5128115.0,7912,2000,Cand,George W Bush (R),R,H
828,244071.0,377,2000,Cand,Elizabeth Dole (R),R,H
827,800.0,2,2000,Cand,David Duke (R),R,H
826,122355.0,204,2000,Cand,Dan Quayle (R),R,H
825,2015721.0,3808,2000,Cand,Bill Bradley (D),D,H
824,110394.0,321,2000,Cand,Alan L Keyes (R),R,H
823,2201276.0,3846,2000,Cand,Al Gore (D),D,H
822,155728.0,287,2000,Cand,Steve Forbes (R),R,G
821,33750.0,67,2000,Cand,Ron Paul (L),L,G
820,70674.0,123,2000,Cand,Ralph Nader (3),3,G
819,4250.0,5,2000,Cand,Pete Wilson (R),R,G
818,138510.0,362,2000,Cand,Patrick J Buchanan (R),R,G
817,65958.0,231,2000,Cand,Lyndon H LaRouche Jr (D),D,G
816,193850.0,237,2000,Cand,Lamar Alexander (R),R,G
814,4000.0,6,2000,Cand,Howard Phillips (3),3,G
809,500.0,2,2000,Cand,David Duke (R),R,G
